"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","EdwardsSchool","FellowsSchool","MeekerSchool","MitchellSchool","SawyerSchool","NorthwoodSchool","MiddleSchool","HighSchool"
"41",50,2006,14859,8,2006,240000,1670,1670,"Gilbert",6.66440184059312,2.31700478850469,3.00951006739985,8.55649359612363,4.67830306290824,2.00250657415684,6.21727449391032,2.52364037803978
"42",50,2005,13128,1,2006,250000,1074,1074,"Gilbert",6.66532853602583,2.3154039812422,3.00721381443632,8.55476207786833,4.67962074587211,1.9999869316819,6.21773921505209,2.52271743078956
"43",72,2005,10463,6,2006,239900,893,901,"Gilbert",6.66996751656687,2.31270222474405,3.00201456672882,8.55160658376293,4.68522336555722,1.99386495327881,6.22117665014678,2.52218502659331
"44",42,2005,13751,5,2006,309000,1700,1700,"Gilbert",6.68009692888083,2.32172967229915,3.00839599210224,8.56024667760633,4.69465309239998,1.99879393623521,6.23180616194939,2.53248691107718
"45",42,2006,14892,10,2009,377500,1746,1746,"Gilbert",6.68375723406541,2.32958375930783,3.01617143984584,8.56815951791498,4.69719973241157,2.00622196439097,6.2366095868542,2.53973498306411
"46",168,2006,23257,9,2006,274725,868,887,"Gilbert",6.67898133186715,2.3317503440792,3.02079503014371,8.57077997678858,4.69154803667707,2.01176297384015,6.23294569284455,2.53981868417644
"47",NA,1995,8530,5,2009,168500,384,804,"Gilbert",6.39576916913577,2.12412612584097,2.89605193236016,8.36888757661921,4.42192257721819,1.93682414424107,5.94303947705431,2.28306141851451
"48",NA,1997,13869,7,2007,177000,794,794,"Gilbert",6.55520270966381,2.19968498769737,2.91770679134794,8.44189969366793,4.58092490562608,1.92721153265253,6.09819591003997,2.39661673939022
"49",57,1997,8773,8,2007,169000,916,916,"Gilbert",6.48333643190727,2.1861142890679,2.93186351232336,8.430557130964,4.5051256374328,1.95543005612224,6.03268987913751,2.36148909338484
"50",56,1997,8872,3,2007,161500,384,754,"Gilbert",6.4648988839793,2.18349728592035,2.93632113660308,8.42819267959212,4.48558534479363,1.96362126355079,6.01600037953151,2.35313461283734
"51",41,2000,5330,8,2007,251000,1494,1652,"StoneBr",6.77019232794026,2.31036740395373,2.95450627156407,8.53894409974916,4.79632785817497,1.92914847147637,6.3067422675272,2.5539344248146
"52",28,2004,7296,11,2009,375000,2208,2522,"StoneBr",6.75991675710667,2.29120242766232,2.93591943947065,8.51967232116537,4.78870072805952,1.91148164940064,6.29389256944519,2.53598939051957
"53",41,2001,4923,8,2008,286000,1593,1593,"StoneBr",6.78643940786474,2.2921084171221,2.92457303376466,8.51701018681089,4.81800861647874,1.8958224274902,6.31672341534188,2.54564580359368
"54",41,2001,4920,4,2010,213500,1338,1338,"StoneBr",6.79098640914279,2.2908716815945,2.92089462371637,8.51500309805527,4.82332048149611,1.89135827491823,6.32033453153054,2.54625673653375
"55",40,2000,5664,10,2009,278000,1501,1659,"StoneBr",6.70809669592848,2.18171277244596,2.82691562724984,8.4086914668795,4.75321560779316,1.80709177824106,6.22635262967357,2.43597163895356
"56",45,1997,6264,7,2008,247900,1664,1682,"StoneBr",6.65407783336621,2.11670947832587,2.77389353410587,8.34601912007184,4.70661694475301,1.76161265030784,6.16630489776713,2.36846286460982
"57",61,1998,7380,7,2009,240000,1418,1478,"StoneBr",6.68856762169484,2.14055000730771,2.78613045228118,8.36697886949142,4.74002130528188,1.76828755197286,6.20091549594275,2.3984414179171
"58",41,1993,5395,10,2008,180000,1337,1337,"StoneBr",6.60422310430941,2.06403993705225,2.73429904782994,8.29593221205662,4.6623000991247,1.7299634373416,6.11234149060911,2.31140755463721
"59",43,1992,5005,1,2010,191500,1280,1280,"StoneBr",6.59684510196091,2.04771392243281,2.7181856134145,8.2794118646816,4.65756792875036,1.71482535139293,6.10255773745991,2.29661530881024
"60",39,1992,5070,8,2008,180000,1280,1280,"StoneBr",6.60110801744554,2.0506113857665,2.7196060531289,8.28198302663861,4.66168657405622,1.71547670592263,6.1068390773068,2.30031346678278
"61",57,1995,8013,9,2009,239500,1587,1734,"StoneBr",6.67794542147372,2.08219620311202,2.7199029190244,8.30523412281478,4.74056860763224,1.70189660861366,6.17945510313682,2.3514880618139
"62",39,1995,5389,3,2010,236500,1595,1616,"StoneBr",6.68231341368587,2.07310208041779,2.70648292218753,8.29459498767184,4.74742595136536,1.68732747969627,6.18125677889681,2.3463864642171
"63",68,1994,13108,12,2006,270000,2062,2079,"StoneBr",6.70885164249024,2.00137751447813,2.60297817107008,8.21004074891867,4.79330993902576,1.57619343703161,6.18851738375574,2.30404433524128
"64",NA,1993,8076,7,2006,183500,1160,1169,"Gilbert",6.35774523783425,1.91832525417164,2.67677505197896,8.16252764597038,4.4218260551719,1.72382855005064,5.86742797542556,2.11136171429275
"65",NA,1994,10147,3,2007,160000,392,924,"Gilbert",6.36614245365458,1.98737085970069,2.75221313695018,8.23205527040417,4.41673066665763,1.79781531315858,5.88893585562188,2.16695593878472
"66",100,1997,10839,7,2008,181000,926,926,"Gilbert",6.20438315578465,2.06081893504037,2.89759464474337,8.29849752381914,4.22834843887075,1.98153013084431,5.76005481644115,2.16608547618691
"67",57,1998,8923,2,2009,177500,384,751,"Gilbert",6.19044786346984,2.05059900647054,2.89136052224578,8.28752062156593,4.21542794883321,1.97865541850024,5.7454869448457,2.15301468475518
"68",NA,1999,8637,4,2007,180000,923,947,"Gilbert",6.09024532572188,2.07371287918163,2.9508170996302,8.29883178296953,4.1048713736362,2.06220458026653,5.6598734669923,2.13642813834208
"69",63,1996,7875,8,2007,178750,691,691,"Gilbert",6.28398942771276,2.03124536431606,2.83510008502031,8.27448925697647,4.31924239020873,1.90018031317274,5.82512055103031,2.17107516154204
"70",63,1995,7875,6,2007,176000,1237,1253,"Gilbert",6.27916061990866,2.02726385579161,2.8325172258906,8.27039277415524,4.31482619088784,1.89871932799173,5.820015493396,2.16622830816769
"71",74,1998,10141,12,2009,185000,832,885,"Gilbert",6.18424505471006,2.0300707252509,2.87106325152288,8.26725724902345,4.21272033880996,1.95994777419961,5.73575988580662,2.13445802408565
"72",60,1998,7500,10,2009,191000,952,952,"Gilbert",6.18703270820843,2.03324632764807,2.87354349478511,8.27054363254964,4.21508470523946,1.96173675729176,5.73890518271592,2.13797931793914
"73",60,1999,7500,6,2010,189000,994,1028,"Gilbert",6.18987246637894,2.03638608741404,2.87596677855801,8.27379872353105,4.21751249499295,1.9634591179878,5.74208948033493,2.14148947691766
"74",60,1999,7500,8,2007,204000,938,957,"Gilbert",6.19414374853523,2.04125314699535,2.87977253546333,8.27883178576868,4.22113866570483,1.96621523587917,5.74690733823319,2.14688186489171
"75",73,1998,11184,4,2008,183000,932,932,"Gilbert",6.20791055486508,2.05114472726203,2.88567769569916,8.28944838479713,4.2339410278693,1.96879196283889,5.7612524785686,2.15963487180695
"76",75,1993,10000,4,2010,175900,763,763,"Gilbert",6.23938406808978,1.89081809914523,2.69584578806792,8.13480090341685,4.29936214394889,1.77205794902284,5.7569156494314,2.04570121535302
"77",NA,1993,7685,5,2006,165600,697,697,"Gilbert",6.23426114636425,1.88484936979979,2.69127260448265,8.12876212302465,4.29507715330733,1.76883220560075,5.75113933215638,2.03916756777969
"78",59,1993,7837,5,2009,178000,799,799,"Gilbert",6.22145465961793,1.87002842627848,2.67997333442895,8.11375070162193,4.28436071867617,1.76094826790189,5.7367129934982,2.02289425725671
"79",NA,1993,9765,4,2009,185000,680,680,"Gilbert",6.19835384637928,1.85112675449845,2.66835758331457,8.09430981486467,4.26345868270602,1.75554451415305,5.71224492708365,1.99950366228469
"80",NA,1992,9556,8,2007,160000,1168,1187,"Gilbert",6.26161553797651,2.0033287341834,2.81258519302068,8.24620131441123,4.30065267317961,1.88290888587036,5.79953171696318,2.14118841103837
"81",NA,1995,8000,6,2008,188000,773,773,"Gilbert",6.27623089100599,2.0124960705677,2.81714386707502,8.25578588695531,4.31456143927498,1.88399831326778,5.81440735411236,2.15363535032741
"82",NA,1994,8803,7,2009,181316,707,707,"Gilbert",6.30123963800505,2.03335052477191,2.83073684800261,8.27715984346515,4.33739402061795,1.89178874246327,5.84087882942481,2.17890878697568
"83",58,1993,7250,11,2009,166000,1181,1190,"Gilbert",6.27552238162123,1.82680132051478,2.60859104845854,8.0715940008827,4.35182702524667,1.67615075478336,5.77610319183039,2.01080856689524
"84",NA,1992,9636,12,2009,178000,808,808,"Gilbert",6.25723824205319,1.79729458923917,2.5832655999295,8.04210561649638,4.33834578114,1.65587699356264,5.75389276234973,1.98142912213467
"85",65,1994,8125,3,2009,174000,702,702,"Gilbert",6.2200017510917,1.8553857053405,2.66425535603671,8.09927918800577,4.28583784990571,1.74578303862392,5.73245831118352,2.01108985177611
"86",NA,1994,10832,10,2008,194500,712,1086,"Gilbert",6.24435212746035,1.88245663957329,2.68446000716646,8.12667928273166,4.3064380683877,1.75948728323639,5.75965271785053,2.04116072968741
"87",NA,1991,14067,9,2008,185000,836,851,"Gilbert",6.09726620488426,1.75341842059448,2.60154080104123,7.99332806932144,4.17589676878957,1.71839969196661,5.60170999786556,1.88458414513256
"88",NA,1991,10784,5,2007,160000,384,802,"Gilbert",6.09584781305003,1.75374114126356,2.60245436485514,7.99353817937311,4.17431767223292,1.71969580977087,5.60049265373725,1.88426726683666
"89",NA,1992,9125,7,2007,163900,384,812,"Gilbert",6.16149898082844,1.8924198069783,2.72845190076229,8.13257734084359,4.21553401973951,1.82450521718182,5.68751360667677,2.01751790335354
"90",NA,1992,9248,7,2009,173000,1158,1167,"Gilbert",6.23489506249817,1.79822722858326,2.59405838833166,8.0429640853864,4.31397228836568,1.67251733218092,5.7342019558247,1.97333998432887
"91",NA,1993,7655,7,2007,168000,903,910,"Gilbert",6.21969606622922,1.75855713370645,2.55616771217782,8.00332121532988,4.30611496982026,1.63938360914977,5.71265217975579,1.93740105795057
"92",NA,1992,7980,3,2010,185000,1168,1187,"Gilbert",6.2037367390661,1.75041104966478,2.55401279125162,7.99503703871986,4.29065632260131,1.64171860812329,5.69676855479331,1.92488094844614
"93",NA,1999,10762,5,2009,225000,978,1005,"Gilbert",6.09044895178536,1.94861631118378,2.81574994389221,8.18024146147365,4.12883035905168,1.92903750708104,5.63475646671707,2.03553230171993
"94",63,1998,9084,6,2006,176500,935,955,"Gilbert",6.09210909819844,1.94734830792781,2.81379513080512,8.1792149390107,4.13083565887922,1.92668221104528,5.63600320821066,2.03512779376945
"95",63,1998,8402,5,2010,180400,789,789,"Gilbert",6.12147001047337,1.9174130334475,2.77077970333338,8.15351578292651,4.16788120880962,1.87670160607952,5.65650135318942,2.02217565383465
"96",160,1964,18160,3,2007,154204,1302,1128,"Gilbert",6.31683792962155,1.63881691049636,2.37300567111656,7.8776326292031,4.43918629007202,1.43203107655381,5.7743867208855,1.8895128750541
"97",85,1990,10176,2,2010,171500,1300,1341,"Gilbert",6.26425012653891,1.69653384353596,2.4657269485803,7.94031379485845,4.36821202933036,1.53812371834845,5.73972760886728,1.90937891902324
"98",99,1990,11851,5,2009,180500,1424,1442,"Gilbert",6.38597330267349,1.85330374887726,2.5888011501406,8.09489845152751,4.46656573110651,1.62866682438272,5.87894071513763,2.07348202366262
"99",30,1987,3701,8,2006,130000,1191,1204,"StoneBr",6.4798167514448,1.93460732675297,2.63958394376679,8.1722653116848,4.55221365488294,1.65841051096159,5.97765618513442,2.16951688653136
"100",NA,1986,3696,10,2007,170000,1074,1088,"StoneBr",6.4457287806815,1.91701328878638,2.63508357557575,8.15674353536576,4.51843317724087,1.66140527429285,5.94431936534948,2.14360179560963
"101",NA,1984,5814,8,2009,187500,1220,1360,"StoneBr",6.50379601462096,1.87600544468631,2.55777810788016,8.10771594915371,4.59168557456092,1.57005985733461,5.98628458223949,2.13567149131253
"102",NA,1984,5062,9,2007,207500,1190,1190,"StoneBr",6.52161293317003,1.86963735318725,2.54088368384014,8.09850904885248,4.61296801708902,1.54897932907062,6.00035438893616,2.13794247352201
"103",NA,1985,6820,6,2010,212000,1488,1502,"StoneBr",6.51603996218157,1.86197418481434,2.53452034298437,8.09105096416887,4.60849300681433,1.54372978234714,5.99393958811564,2.13024199440154
"104",40,1988,4671,10,2008,189000,1228,1228,"StoneBr",6.59468605791153,1.88544502630334,2.52108277429069,8.1038138071931,4.69121639458823,1.51339658402535,6.06649084239369,2.17758197507753
"105",65,1989,5950,4,2008,188500,1337,1337,"StoneBr",6.62841092568652,1.89249403467137,2.51109156778915,8.10501619505196,4.72761286497728,1.49645593971637,6.09678959243237,2.19564346335626
"106",38,1988,4740,10,2007,182000,1166,1179,"StoneBr",6.59928460359167,1.85715584001712,2.48336423791354,8.07158122401319,4.70303379752058,1.47388607853398,6.06441059407102,2.1592243752297
"107",35,1990,5118,8,2007,212000,1312,1321,"StoneBr",6.59826025357737,1.85675298369031,2.48344039575254,8.07133970598705,4.70197214199633,1.4741735067656,6.06345017976046,2.15853818610502
"108",44,1987,5306,6,2006,239000,1064,1064,"StoneBr",6.60396325518944,1.85902353566846,2.48304851982591,8.07270948850755,4.70787769975976,1.47260934888874,6.06880200530153,2.16237724218634
"109",NA,1985,6563,12,2006,275000,1742,1742,"StoneBr",6.45019933482418,1.74382822177489,2.42683845530673,7.97336003583599,4.56238707594211,1.45012926352309,5.91234478826512,2.01940970769377
"110",101,2005,13543,7,2008,355000,1168,1168,"StoneBr",6.92610844506912,2.066024394128,2.55837294911052,8.22416722889627,5.02700884911537,1.49898979258045,6.38464621023051,2.43072137317268
"111",59,2005,16023,3,2006,457347,1398,1414,"StoneBr",6.80654921025608,1.9653667539344,2.49921727903379,8.14280041429256,4.9135028172559,1.45356335230028,6.26286400261008,2.31534511344035
"112",60,2006,18062,9,2006,545224,1528,1528,"StoneBr",6.826940826205,1.97159837026845,2.4946843369402,8.14371245317725,4.9355203049973,1.44592608579491,6.2812387710998,2.32746145766622
"113",63,2006,12292,7,2006,356383,1094,1102,"StoneBr",6.83523083955167,1.96969252931004,2.48688285210524,8.13866921203487,4.94560082269899,1.43670395725798,6.28770433429427,2.3292930177642
"114",86,2005,14157,7,2007,377426,1922,1922,"StoneBr",6.83724969340841,1.95968226188525,2.47219256484202,8.12588464391405,4.9504706158316,1.42125731340907,6.28713657433172,2.32311169947814
"115",85,2005,16056,7,2006,556581,1992,1992,"StoneBr",6.94552652192258,2.07485229082443,2.55791137757795,8.22796093588802,5.04740712962372,1.49635611378716,6.40266142410163,2.44410205014069
"116",82,2006,12438,7,2006,361919,1234,1264,"StoneBr",6.89802749950294,2.02301500190928,2.51825624823202,8.18159556640283,5.00512424992209,1.46089692912829,6.35172265184981,2.3901878301721
"117",77,2005,11198,6,2008,325000,1122,1134,"StoneBr",6.85421729947367,1.97363471517756,2.47996903348445,8.13691496559454,4.96665006064199,1.42696744786934,6.3043386728646,2.33927176946469
"118",98,2005,12328,7,2007,349265,1149,1164,"StoneBr",6.81065553786754,1.92804042748547,2.44700523923173,8.09673373206902,4.92763045247913,1.3990684485218,6.25796409690613,2.29097428753309
"119",53,2004,15401,9,2008,387000,1884,1884,"StoneBr",6.88479139490202,1.936964288432,2.40952639638876,8.07998892763057,5.01193477690911,1.35032832277385,6.32121587794107,2.32579996625607
"120",63,2008,17423,7,2009,501837,2216,2234,"StoneBr",6.89588093832489,1.93975159435169,2.40568309794914,8.07891510122633,5.024248842769,1.34501624880496,6.33095031321422,2.3320000547942
"121",82,2006,16052,7,2006,535000,1850,1850,"StoneBr",6.88263148135533,1.92263096401934,2.39117981370935,8.06282814670675,5.01322441621859,1.33166953213273,6.31614866639666,2.3151998180399
"122",92,2005,15922,1,2006,401179,1390,1390,"StoneBr",6.9530859339722,1.91063178264326,2.32255748579169,8.01462743671341,5.10035072904918,1.2532340127483,6.37063179396219,2.33474541973243
"123",66,2006,13682,10,2006,438780,1410,1426,"StoneBr",7.03550526904067,2.03604877595131,2.4420660053276,8.13980190164653,5.16374869376199,1.36900083858509,6.46699589415336,2.45107959138723
"124",47,2003,53504,6,2010,538000,1650,1690,"StoneBr",7.04277074975726,2.05152679935386,2.45902453303341,8.15670850677142,5.16816011560811,1.38584718237492,6.4765405747437,2.46436809866536
"125",52,2006,51974,6,2007,591587,2660,2338,"StoneBr",7.05035922978569,2.0484022832087,2.44899299522237,8.14880558071045,5.17808804272502,1.37504698211019,6.48191129489285,2.46510911199318
"126",152,1988,12134,6,2010,164000,559,1080,"Gilbert",7.14507637124241,1.98370981090958,2.27506120084682,8.00091543376189,5.31290675952957,1.19489929838905,6.54084125687397,2.45849311269617
"127",NA,1948,14762,5,2006,169000,0,1547,"Gilbert",7.16603448209191,1.9085069282072,2.13145095160724,7.86684273017051,5.3651532880513,1.05259419340738,6.53675980040444,2.41860519466372
"128",NA,1952,31220,5,2008,115000,1632,1474,"Gilbert",7.17960648988019,1.94610820767712,2.181497124012,7.91595525967694,5.36914368233438,1.10232598987909,6.55736922117859,2.44794675560631
"129",195,1969,41600,11,2007,155000,1100,1424,"Gilbert",7.16833689551824,1.9679659908215,2.22850549421014,7.95955659135995,5.34729150223541,1.14855505628175,6.55466007115593,2.45746702241195
"130",100,1955,34650,1,2006,145000,1056,1056,"Gilbert",6.77191030087138,1.56209991313175,1.95593152498586,7.64037543584577,4.98740573289324,0.898805694837788,6.14082028293511,2.03548214847116
"131",61,2006,8035,3,2007,319900,1612,1612,"StoneBr",6.75195411611066,1.88566590626927,2.42839708020247,8.06520575457658,4.87040533050326,1.38905862857121,6.1996101456067,2.23885734904912
"132",60,2007,8089,10,2007,392000,1419,1419,"StoneBr",6.65287011898365,1.79507038782655,2.37265535945901,7.98821690681708,4.77919913937118,1.34973040256246,6.09653321734407,2.13705368169217
"133",60,2007,8118,7,2008,334000,1710,1710,"StoneBr",6.66829680278115,1.79347704035758,2.36082433009915,7.98193437315442,4.79733605536756,1.33456918198191,6.10917807967467,2.14216230484101
"134",60,2005,8147,8,2006,318000,1714,1714,"StoneBr",6.62657517251053,1.7585479408135,2.3420234576515,7.95316989516937,4.75828258833379,1.32369851330336,6.06639999969284,2.10132073302228
"135",80,2008,11844,7,2009,372500,2046,2046,"StoneBr",6.80910828641905,1.89047351187539,2.39750065877298,8.05162444534936,4.93551864491543,1.34821005154817,6.24824230935585,2.26453417452156
"136",69,2005,11302,8,2006,319000,1814,1826,"StoneBr",7.08607092238845,1.93262533405017,2.24660904443863,7.96639951970649,5.25591844602095,1.16726428258652,6.4817127881066,2.40188501028837
"137",85,2006,14082,1,2007,441929,2220,2234,"StoneBr",6.73696382931523,1.79981977376549,2.32396777914907,7.9671758073906,4.87523071942558,1.28401117459436,6.16801047359823,2.1741565647095
"138",81,2006,13870,10,2007,455000,1742,2042,"StoneBr",6.73859181818074,1.79951598655591,2.32244996906641,7.96622416349051,4.87720965932853,1.28216493541977,6.16929582118909,2.17460806729696
"139",90,2005,18261,9,2006,470000,1910,2000,"StoneBr",6.75055308215379,1.77874524599344,2.28601042076137,7.93631831394494,4.89677961468617,1.2425687540303,6.1745404381799,2.16547576096589
"140",88,2010,11394,6,2010,394432,1856,1856,"StoneBr",6.72229005527972,1.7835302347031,2.31207861440374,7.95263081081481,4.86245197028815,1.27436735693014,6.15216021664377,2.15720643637447
"141",124,2005,16158,6,2009,260000,1530,1530,"StoneBr",6.65764927448036,1.74016169207092,2.29791406364509,7.92236998710046,4.79883876846965,1.2721555044567,6.08853369814407,2.10150234892472
"142",NA,1950,47280,7,2008,133000,1488,1488,"Gilbert",7.07857145605968,1.82006204860065,2.07070646306516,7.79972841241336,5.28464287506983,0.990518408164418,6.44623410529062,2.32707092174435
"143",140,1951,19138,6,2010,141000,864,864,"Gilbert",6.90491325290794,1.5968746783971,1.87556525071926,7.59169386042417,5.14342441204432,0.799080988879733,6.2532603252335,2.11597408069123
"144",85,1977,11900,7,2009,185000,1122,946,"Gilbert",6.85203988788409,1.59039596025302,1.9215990838564,7.62523509170447,5.07803383317624,0.851594212643039,6.21093714364178,2.08843929372205
